time,voltage
30.95,-0.25
30.953,-0.26
30.956,-0.265
30.958,-0.285
30.961,-0.29
30.964,-0.28
30.967,-0.27
30.969,-0.28
30.972,-0.29
30.975,-0.3
30.978,-0.3
30.981,-0.29
30.983,-0.28
30.986,-0.285
30.989,-0.285
30.992,-0.305
30.994,-0.315
30.997,-0.295
31,-0.295
31.003,-0.3
31.006,-0.295
31.008,-0.305
31.011,-0.31
31.014,-0.305
31.017,-0.305
31.019,-0.3
31.022,-0.29
31.025,-0.305
31.028,-0.305
31.031,-0.3
31.033,-0.295
31.036,-0.3
31.039,-0.31
31.042,-0.335
31.044,-0.36
31.047,-0.37
31.05,-0.38
31.053,-0.405
31.056,-0.41
31.058,-0.38
31.061,-0.295
31.064,-0.18
31.067,-0.095
31.069,-0.015
31.072,0.05
31.075,0.15
31.078,0.255
31.081,0.34
31.083,0.345
31.086,0.175
31.089,-0.115
31.092,-0.355
31.094,-0.455
31.097,-0.425
31.1,-0.37
31.103,-0.355
31.106,-0.345
31.108,-0.345
31.111,-0.345
31.114,-0.34
31.117,-0.335
31.119,-0.345
31.122,-0.335
31.125,-0.34
31.128,-0.345
31.131,-0.335
31.133,-0.32
31.136,-0.33
31.139,-0.33
31.142,-0.35
31.144,-0.36
31.147,-0.35
31.15,-0.33
31.153,-0.34
31.156,-0.34
31.158,-0.35
31.161,-0.355
31.164,-0.35
31.167,-0.33
31.169,-0.335
31.172,-0.335
31.175,-0.34
31.178,-0.345
31.181,-0.325
31.183,-0.32
31.186,-0.315
31.189,-0.325
31.192,-0.335
31.194,-0.345
31.197,-0.34
31.2,-0.335
31.203,-0.315
31.206,-0.325
31.208,-0.33
31.211,-0.345
31.214,-0.335
31.217,-0.32
31.219,-0.32
31.222,-0.32
31.225,-0.345
31.228,-0.345
31.231,-0.325
31.233,-0.315
31.236,-0.32
31.239,-0.32
31.242,-0.345
31.244,-0.34
31.247,-0.335
31.25,-0.325
31.253,-0.325
31.256,-0.33
31.258,-0.34
31.261,-0.345
31.264,-0.335
31.267,-0.33
31.269,-0.335
31.272,-0.34
31.275,-0.335
31.278,-0.335
31.281,-0.335
31.283,-0.34
31.286,-0.345
31.289,-0.345
31.292,-0.36
31.294,-0.37
31.297,-0.36
31.3,-0.35
31.303,-0.36
31.306,-0.37
31.308,-0.395
31.311,-0.4
31.314,-0.39
31.317,-0.4
31.319,-0.4
31.322,-0.41
31.325,-0.415
31.328,-0.425
31.331,-0.425
31.333,-0.43
31.336,-0.44
31.339,-0.44
31.342,-0.455
31.344,-0.475
31.347,-0.46
31.35,-0.445
31.353,-0.455
31.356,-0.46
31.358,-0.475
31.361,-0.48
31.364,-0.465
31.367,-0.445
31.369,-0.43
31.372,-0.415
31.375,-0.42
31.378,-0.405
31.381,-0.395
31.383,-0.375
31.386,-0.37
31.389,-0.345
31.392,-0.35
31.394,-0.34
31.397,-0.33
31.4,-0.31
31.403,-0.305
31.406,-0.305
31.408,-0.305
31.411,-0.285
31.414,-0.285
31.417,-0.26
31.419,-0.27
31.422,-0.285
31.425,-0.29
31.428,-0.305
31.431,-0.295
31.433,-0.29
31.436,-0.275
31.439,-0.265
31.442,-0.29
31.444,-0.29
31.447,-0.28
31.45,-0.27
31.453,-0.265
31.456,-0.275
31.458,-0.29
31.461,-0.29
31.464,-0.285
31.467,-0.265
31.469,-0.28
31.472,-0.28
31.475,-0.3
31.478,-0.3
31.481,-0.285
31.483,-0.275
31.486,-0.285
31.489,-0.3
31.492,-0.3
31.494,-0.3
31.497,-0.285
31.5,-0.275
31.503,-0.29
31.506,-0.3
31.508,-0.31
31.511,-0.305
31.514,-0.28
31.517,-0.275
31.519,-0.285
31.522,-0.295
31.525,-0.3
31.528,-0.305
31.531,-0.29
31.533,-0.295
31.536,-0.305
31.539,-0.31
31.542,-0.325
31.544,-0.315
31.547,-0.305
31.55,-0.29
31.553,-0.3
31.556,-0.3
31.558,-0.305
31.561,-0.32
31.564,-0.31
31.567,-0.3
31.569,-0.3
31.572,-0.315
31.575,-0.315
31.578,-0.32
31.581,-0.305
31.583,-0.295
31.586,-0.305
31.589,-0.31
31.592,-0.32
31.594,-0.315
31.597,-0.305
31.6,-0.29
31.603,-0.295
31.606,-0.295
31.608,-0.31
31.611,-0.32
31.614,-0.31
31.617,-0.3
31.619,-0.285
31.622,-0.295
31.625,-0.305
31.628,-0.315
31.631,-0.295
31.633,-0.295
31.636,-0.285
31.639,-0.28
31.642,-0.3
31.644,-0.305
31.647,-0.3
31.65,-0.29
31.653,-0.295
31.656,-0.295
31.658,-0.305
31.661,-0.31
31.664,-0.295
31.667,-0.285
31.669,-0.3
31.672,-0.3
31.675,-0.295
31.678,-0.305
31.681,-0.29
31.683,-0.285
31.686,-0.285
31.689,-0.27
31.692,-0.28
31.694,-0.28
31.697,-0.26
31.7,-0.255
31.703,-0.26
31.706,-0.255
31.708,-0.265
31.711,-0.255
31.714,-0.25
31.717,-0.245
31.719,-0.245
31.722,-0.255
31.725,-0.255
31.728,-0.265
31.731,-0.25
31.733,-0.24
31.736,-0.235
31.739,-0.225
31.742,-0.245
31.744,-0.24
31.747,-0.245
31.75,-0.24
31.753,-0.25
31.756,-0.245
31.758,-0.26
31.761,-0.265
31.764,-0.25
31.767,-0.245
31.769,-0.26
31.772,-0.27
31.775,-0.285
31.778,-0.29
31.781,-0.285
31.783,-0.27
31.786,-0.27
31.789,-0.28
31.792,-0.29
31.794,-0.295
31.797,-0.285
31.8,-0.275
31.803,-0.27
31.806,-0.275
31.808,-0.3
31.811,-0.295
31.814,-0.275
31.817,-0.28
31.819,-0.285
31.822,-0.28
31.825,-0.29
31.828,-0.29
31.831,-0.285
31.833,-0.28
31.836,-0.27
31.839,-0.285
31.842,-0.31
31.844,-0.33
31.847,-0.345
31.85,-0.345
31.853,-0.365
31.856,-0.395
31.858,-0.39
31.861,-0.33
31.864,-0.21
31.867,-0.075
31.869,0.01
31.872,0.075
31.875,0.155
31.878,0.255
31.881,0.385
31.883,0.49
31.886,0.475
31.889,0.28
31.892,-0.04
31.894,-0.325
31.897,-0.42
31.9,-0.39
31.903,-0.35
31.906,-0.335
31.908,-0.33
31.911,-0.315
31.914,-0.29
31.917,-0.28
31.919,-0.285
31.922,-0.295
31.925,-0.305
31.928,-0.29
31.931,-0.295
31.933,-0.295
31.936,-0.285
31.939,-0.295
31.942,-0.305
31.944,-0.295
31.947,-0.285
31.95,-0.265
31.953,-0.28
31.956,-0.28
31.958,-0.3
31.961,-0.3
31.964,-0.29
31.967,-0.275
31.969,-0.255
31.972,-0.27
31.975,-0.285
31.978,-0.285
31.981,-0.285
31.983,-0.28
31.986,-0.27
31.989,-0.27
31.992,-0.285
31.994,-0.285
31.997,-0.275
32,-0.27
32.003,-0.265
32.006,-0.28
32.008,-0.275
32.011,-0.285
32.014,-0.27
32.017,-0.26
32.019,-0.26
32.022,-0.27
32.025,-0.295
32.028,-0.29
32.031,-0.285
32.033,-0.265
32.036,-0.255
32.039,-0.27
32.042,-0.28
32.044,-0.285
32.047,-0.285
32.05,-0.27
32.053,-0.27
32.056,-0.275
32.058,-0.275
32.061,-0.275
32.064,-0.275
32.067,-0.27
32.069,-0.265
32.072,-0.285
32.075,-0.295
32.078,-0.295
32.081,-0.295
32.083,-0.29
32.086,-0.285
32.089,-0.3
32.092,-0.3
32.094,-0.305
32.097,-0.3
32.1,-0.295
32.103,-0.31
32.106,-0.315
32.108,-0.33
32.111,-0.33
32.114,-0.34
32.117,-0.33
32.119,-0.33
32.122,-0.355
32.125,-0.36
32.128,-0.37
32.131,-0.38
32.133,-0.365
32.136,-0.38
32.139,-0.38
32.142,-0.4
32.144,-0.41
32.147,-0.405
32.15,-0.4
32.153,-0.41
32.156,-0.405
32.158,-0.42
32.161,-0.43
32.164,-0.41
32.167,-0.405
32.169,-0.41
32.172,-0.395
32.175,-0.405
32.178,-0.395
32.181,-0.36
32.183,-0.34
32.186,-0.33
32.189,-0.32
32.192,-0.315
32.194,-0.3
32.197,-0.285
32.2,-0.26
32.203,-0.255
32.206,-0.235
32.208,-0.23
32.211,-0.245
32.214,-0.22
32.217,-0.21
32.219,-0.205
32.222,-0.195
32.225,-0.2
32.228,-0.215
32.231,-0.185
32.233,-0.18
32.236,-0.185
32.239,-0.195
32.242,-0.21
32.244,-0.21
32.247,-0.19
32.25,-0.18
32.253,-0.18
32.256,-0.195
32.258,-0.195
32.261,-0.19
32.264,-0.185
32.267,-0.18
32.269,-0.18
32.272,-0.185
32.275,-0.205
32.278,-0.205
32.281,-0.2
32.283,-0.185
32.286,-0.18
32.289,-0.195
32.292,-0.2
32.294,-0.2
32.297,-0.195
32.3,-0.185
32.303,-0.195
32.306,-0.2
32.308,-0.215
32.311,-0.21
32.314,-0.2
32.317,-0.2
32.319,-0.195
32.322,-0.205
32.325,-0.23
32.328,-0.215
32.331,-0.205
32.333,-0.205
32.336,-0.195
32.339,-0.205
32.342,-0.205
32.344,-0.225
32.347,-0.21
32.35,-0.205
32.353,-0.2
32.356,-0.205
32.358,-0.225
32.361,-0.235
32.364,-0.22
32.367,-0.205
32.369,-0.215
32.372,-0.21
32.375,-0.215
32.378,-0.225
32.381,-0.22
32.383,-0.215
32.386,-0.22
32.389,-0.215
32.392,-0.22
32.394,-0.225
32.397,-0.22
32.4,-0.215
32.403,-0.215
32.406,-0.22
32.408,-0.24
32.411,-0.23
32.414,-0.215
32.417,-0.21
32.419,-0.22
32.422,-0.22
32.425,-0.235
32.428,-0.235
32.431,-0.225
32.433,-0.21
32.436,-0.215
32.439,-0.205
32.442,-0.215
32.444,-0.235
32.447,-0.22
32.45,-0.215
32.453,-0.21
32.456,-0.21
32.458,-0.23
32.461,-0.225
32.464,-0.215
32.467,-0.2
32.469,-0.2
32.472,-0.215
32.475,-0.225
32.478,-0.22
32.481,-0.21
32.483,-0.205
32.486,-0.21
32.489,-0.22
32.492,-0.215
32.494,-0.22
32.497,-0.215
32.5,-0.205
32.503,-0.21
32.506,-0.21
32.508,-0.215
32.511,-0.22
32.514,-0.21
32.517,-0.205
32.519,-0.205
32.522,-0.205
32.525,-0.22
32.528,-0.205
32.531,-0.195
32.533,-0.185
32.536,-0.185
32.539,-0.17
32.542,-0.175
32.544,-0.18
32.547,-0.165
32.55,-0.15
32.553,-0.155
32.556,-0.155
32.558,-0.16
32.561,-0.155
32.564,-0.145
32.567,-0.13
32.569,-0.125
32.572,-0.14
32.575,-0.15
32.578,-0.145
32.581,-0.14
32.583,-0.14
32.586,-0.155
32.589,-0.155
32.592,-0.17
32.594,-0.17
32.597,-0.155
32.6,-0.165
32.603,-0.165
32.606,-0.165
32.608,-0.185
32.611,-0.185
32.614,-0.205
32.617,-0.19
32.619,-0.19
32.622,-0.19
32.625,-0.205
32.628,-0.2
32.631,-0.19
32.633,-0.185
32.636,-0.185
32.639,-0.195
32.642,-0.21
32.644,-0.2
32.647,-0.205
32.65,-0.19
32.653,-0.2
32.656,-0.2
32.658,-0.21
32.661,-0.22
32.664,-0.205
32.667,-0.185
32.669,-0.195
32.672,-0.2
32.675,-0.24
32.678,-0.265
32.681,-0.29
32.683,-0.305
32.686,-0.325
32.689,-0.355
32.692,-0.34
32.694,-0.235
32.697,-0.095
32.7,0.04
32.703,0.155
32.706,0.27
32.708,0.37
32.711,0.505
32.714,0.65
32.717,0.79
32.719,0.85
32.722,0.77
32.725,0.47
32.728,0.075
32.731,-0.195
32.733,-0.245
32.736,-0.215
32.739,-0.22
32.742,-0.24
32.744,-0.23
32.747,-0.235
32.75,-0.225
32.753,-0.23
32.756,-0.23
32.758,-0.26
32.761,-0.255
32.764,-0.25
32.767,-0.24
32.769,-0.24
32.772,-0.24
32.775,-0.255
32.778,-0.25
32.781,-0.245
32.783,-0.235
32.786,-0.23
32.789,-0.25
32.792,-0.26
32.794,-0.26
32.797,-0.25
32.8,-0.235
32.803,-0.235
32.806,-0.245
32.808,-0.26
32.811,-0.26
32.814,-0.245
32.817,-0.23
32.819,-0.23
32.822,-0.245
32.825,-0.235
32.828,-0.255
32.831,-0.245
32.833,-0.23
32.836,-0.235
32.839,-0.24
32.842,-0.25
32.844,-0.25
32.847,-0.23
32.85,-0.24
32.853,-0.24
32.856,-0.245
32.858,-0.255
32.861,-0.245
32.864,-0.245
32.867,-0.235
32.869,-0.23
32.872,-0.24
32.875,-0.26
32.878,-0.26
32.881,-0.26
32.883,-0.25
32.886,-0.245
32.889,-0.255
32.892,-0.26
32.894,-0.285
32.897,-0.285
32.9,-0.275
32.903,-0.27
32.906,-0.28
32.908,-0.29
32.911,-0.295
32.914,-0.29
32.917,-0.3
32.919,-0.315
32.922,-0.305
32.925,-0.32
32.928,-0.32
32.931,-0.325
32.933,-0.32
32.936,-0.335
32.939,-0.35
32.942,-0.36
32.944,-0.365
32.947,-0.365
32.95,-0.36
32.953,-0.365
32.956,-0.375
32.958,-0.395
32.961,-0.39
32.964,-0.39
32.967,-0.38
32.969,-0.385
32.972,-0.375
32.975,-0.39
32.978,-0.395
32.981,-0.385
32.983,-0.36
32.986,-0.35
32.989,-0.36
32.992,-0.35
32.994,-0.34
32.997,-0.325
33,-0.29
33.003,-0.285
33.006,-0.28
33.008,-0.28
33.011,-0.275
33.014,-0.26
33.017,-0.225
33.019,-0.22
33.022,-0.21
33.025,-0.215
33.028,-0.21
33.031,-0.2
33.033,-0.185
33.036,-0.175
33.039,-0.175
33.042,-0.185
33.044,-0.18
33.047,-0.18
33.05,-0.165
33.053,-0.17
33.056,-0.16
33.058,-0.185
33.061,-0.18
33.064,-0.175
33.067,-0.165
33.069,-0.165
33.072,-0.175
33.075,-0.185
33.078,-0.19
33.081,-0.17
33.083,-0.17
33.086,-0.175
33.089,-0.185
33.092,-0.205
33.094,-0.205
33.097,-0.19
33.1,-0.185
33.103,-0.18
33.106,-0.19
33.108,-0.195
33.111,-0.185
33.114,-0.2
33.117,-0.18
33.119,-0.19
33.122,-0.205
33.125,-0.205
33.128,-0.195
33.131,-0.205
33.133,-0.195
33.136,-0.195
33.139,-0.21
33.142,-0.215
33.144,-0.215
33.147,-0.205
33.15,-0.195
33.153,-0.205
33.156,-0.205
33.158,-0.22
33.161,-0.22
33.164,-0.205
33.167,-0.2
33.169,-0.2
33.172,-0.205
33.175,-0.22
33.178,-0.22
33.181,-0.22
33.183,-0.2
33.186,-0.215
33.189,-0.205
33.192,-0.215
33.194,-0.22
33.197,-0.205
33.2,-0.195
33.203,-0.2
33.206,-0.205
33.208,-0.22
33.211,-0.225
33.214,-0.225
33.217,-0.2
33.219,-0.195
33.222,-0.205
33.225,-0.225
33.228,-0.22
33.231,-0.215
33.233,-0.2
33.236,-0.195
33.239,-0.21
33.242,-0.22
33.244,-0.215
33.247,-0.205
33.25,-0.19
33.253,-0.2
33.256,-0.205
33.258,-0.21
33.261,-0.21
33.264,-0.195
33.267,-0.19
33.269,-0.195
33.272,-0.195
33.275,-0.21
33.278,-0.21
33.281,-0.2
33.283,-0.195
33.286,-0.185
33.289,-0.19
33.292,-0.205
33.294,-0.21
33.297,-0.205
33.3,-0.19
33.303,-0.19
33.306,-0.195
33.308,-0.205
33.311,-0.195
33.314,-0.185
33.317,-0.175
33.319,-0.175
33.322,-0.17
33.325,-0.175
33.328,-0.175
33.331,-0.16
33.333,-0.14
33.336,-0.15
33.339,-0.155
33.342,-0.165
33.344,-0.155
33.347,-0.14
33.35,-0.12
33.353,-0.115
33.356,-0.125
33.358,-0.145
33.361,-0.15
33.364,-0.13
33.367,-0.12
33.369,-0.13
33.372,-0.15
33.375,-0.15
33.378,-0.16
33.381,-0.16
33.383,-0.155
33.386,-0.15
33.389,-0.17
33.392,-0.17
33.394,-0.185
33.397,-0.16
33.4,-0.145
33.403,-0.16
33.406,-0.16
33.408,-0.18
33.411,-0.18
33.414,-0.18
33.417,-0.16
33.419,-0.18
33.422,-0.19
33.425,-0.195
33.428,-0.2
33.431,-0.175
33.433,-0.175
33.436,-0.175
33.439,-0.19
33.442,-0.205
33.444,-0.195
33.447,-0.19
33.45,-0.185
33.453,-0.175
33.456,-0.18
33.458,-0.195
33.461,-0.19
33.464,-0.2
33.467,-0.185
33.469,-0.19
33.472,-0.22
33.475,-0.255
33.478,-0.29
33.481,-0.31
33.483,-0.335
33.486,-0.355
33.489,-0.275
33.492,-0.165
33.494,-0.03
33.497,0.105
33.5,0.22
33.503,0.345
33.506,0.48
33.508,0.59
33.511,0.66
33.514,0.545
33.517,0.24
33.519,-0.105
33.522,-0.275
33.525,-0.275
33.528,-0.23
33.531,-0.22
33.533,-0.205
33.536,-0.205
33.539,-0.205
33.542,-0.215
33.544,-0.225
33.547,-0.23
33.55,-0.21
33.553,-0.205
33.556,-0.215
33.558,-0.23
33.561,-0.235
33.564,-0.23
33.567,-0.215
33.569,-0.215
33.572,-0.22
33.575,-0.22
33.578,-0.225
33.581,-0.22
33.583,-0.215
33.586,-0.21
33.589,-0.22
33.592,-0.22
33.594,-0.22
33.597,-0.21
33.6,-0.195
33.603,-0.215
33.606,-0.205
33.608,-0.21
33.611,-0.22
33.614,-0.225
33.617,-0.21
33.619,-0.205
33.622,-0.205
33.625,-0.21
33.628,-0.21
33.631,-0.2
33.633,-0.2
33.636,-0.2
33.639,-0.21
33.642,-0.22
33.644,-0.23
33.647,-0.2
33.65,-0.195
33.653,-0.2
33.656,-0.215
33.658,-0.22
33.661,-0.225
33.664,-0.215
33.667,-0.21
33.669,-0.21
33.672,-0.21
33.675,-0.23
33.678,-0.235
33.681,-0.23
33.683,-0.215
33.686,-0.225
33.689,-0.225
33.692,-0.255
33.694,-0.265
33.697,-0.26
33.7,-0.25
33.703,-0.24
33.706,-0.245
33.708,-0.265
33.711,-0.28
33.714,-0.28
33.717,-0.275
33.719,-0.295
33.722,-0.3
33.725,-0.31
33.728,-0.315
33.731,-0.31
33.733,-0.305
33.736,-0.325
33.739,-0.335
33.742,-0.35
33.744,-0.345
33.747,-0.345
33.75,-0.335
33.753,-0.34
33.756,-0.35
33.758,-0.36
33.761,-0.355
33.764,-0.36
33.767,-0.34
33.769,-0.34
33.772,-0.345
33.775,-0.345
33.778,-0.35
33.781,-0.33
33.783,-0.31
33.786,-0.315
33.789,-0.315
33.792,-0.315
33.794,-0.305
33.797,-0.305
33.8,-0.28
33.803,-0.265
33.806,-0.255
33.808,-0.25
33.811,-0.245
33.814,-0.235
33.817,-0.22
33.819,-0.205
33.822,-0.2
33.825,-0.205
33.828,-0.2
33.831,-0.19
33.833,-0.185
33.836,-0.195
33.839,-0.195
33.842,-0.205
33.844,-0.2
33.847,-0.19
33.85,-0.18
33.853,-0.185
33.856,-0.195
33.858,-0.195
33.861,-0.205
33.864,-0.185
33.867,-0.185
33.869,-0.18
33.872,-0.19
33.875,-0.21
33.878,-0.21
33.881,-0.205
33.883,-0.195
33.886,-0.2
33.889,-0.2
33.892,-0.22
33.894,-0.21
33.897,-0.215
33.9,-0.19
33.903,-0.195
33.906,-0.2
33.908,-0.215
33.911,-0.215
33.914,-0.22
33.917,-0.21
33.919,-0.21
33.922,-0.215
33.925,-0.225
33.928,-0.23
33.931,-0.21
33.933,-0.2
33.936,-0.205
33.939,-0.21
33.942,-0.22
33.944,-0.24
33.947,-0.245
33.95,-0.225
33.953,-0.225
33.956,-0.23
33.958,-0.245
33.961,-0.245
33.964,-0.23
33.967,-0.225
33.969,-0.235
33.972,-0.235
33.975,-0.245
33.978,-0.255
33.981,-0.245
33.983,-0.22
33.986,-0.235
33.989,-0.24
33.992,-0.25
33.994,-0.25
33.997,-0.24
34,-0.24
34.003,-0.24
34.006,-0.235
34.008,-0.245
34.011,-0.26
34.014,-0.245
34.017,-0.23
34.019,-0.225
34.022,-0.235
34.025,-0.255
34.028,-0.255
34.031,-0.245
34.033,-0.24
34.036,-0.24
34.039,-0.235
34.042,-0.25
34.044,-0.26
34.047,-0.245
34.05,-0.235
34.053,-0.245
34.056,-0.24
34.058,-0.24
34.061,-0.255
34.064,-0.24
34.067,-0.24
34.069,-0.245
34.072,-0.25
34.075,-0.26
34.078,-0.26
34.081,-0.255
34.083,-0.245
34.086,-0.245
34.089,-0.24
34.092,-0.245
34.094,-0.255
34.097,-0.235
34.1,-0.235
34.103,-0.23
34.106,-0.245
34.108,-0.24
34.111,-0.245
34.114,-0.23
34.117,-0.21
34.119,-0.215
34.122,-0.21
34.125,-0.22
34.128,-0.23
34.131,-0.23
34.133,-0.205
34.136,-0.2
34.139,-0.185
34.142,-0.195
34.144,-0.2
34.147,-0.2
34.15,-0.185
34.153,-0.19
34.156,-0.205
34.158,-0.21
34.161,-0.225
34.164,-0.23
34.167,-0.22
34.169,-0.225
34.172,-0.255
34.175,-0.25
34.178,-0.265
34.181,-0.255
34.183,-0.25
34.186,-0.245
34.189,-0.25
34.192,-0.28
34.194,-0.27
34.197,-0.27
34.2,-0.25
34.203,-0.255
34.206,-0.26
34.208,-0.27
34.211,-0.265
34.214,-0.255
34.217,-0.265
34.219,-0.255
34.222,-0.28
34.225,-0.285
34.228,-0.295
34.231,-0.285
34.233,-0.285
34.236,-0.275
34.239,-0.275
34.242,-0.285
34.244,-0.29
34.247,-0.295
34.25,-0.305
34.253,-0.315
34.256,-0.345
34.258,-0.38
34.261,-0.425
34.264,-0.425
34.267,-0.4
34.269,-0.315
34.272,-0.215
34.275,-0.14
34.278,-0.075
34.281,-0.03
34.283,-0.025
34.286,0.005
34.289,0.05
34.292,0.14
34.294,0.22
34.297,0.345
34.3,0.475
34.303,0.48
34.306,0.295
34.308,-0.03
34.311,-0.335
34.314,-0.455
34.317,-0.425
34.319,-0.385
34.322,-0.345
34.325,-0.34
34.328,-0.335
34.331,-0.325
34.333,-0.32
34.336,-0.325
34.339,-0.33
34.342,-0.345
34.344,-0.34
34.347,-0.325
34.35,-0.31
34.353,-0.32
34.356,-0.33
34.358,-0.35
34.361,-0.35
34.364,-0.33
34.367,-0.305
34.369,-0.31
34.372,-0.31
34.375,-0.325
34.378,-0.335
34.381,-0.325
34.383,-0.32
34.386,-0.315
34.389,-0.33
34.392,-0.325
34.394,-0.34
34.397,-0.325
34.4,-0.32
34.403,-0.31
34.406,-0.32
34.408,-0.325
34.411,-0.34
34.414,-0.325
34.417,-0.315
34.419,-0.325
34.422,-0.325
34.425,-0.34
34.428,-0.325
34.431,-0.315
34.433,-0.3
34.436,-0.3
34.439,-0.315
34.442,-0.32
34.444,-0.335
34.447,-0.325
34.45,-0.32
34.453,-0.31
34.456,-0.32
34.458,-0.325
34.461,-0.325
34.464,-0.325
34.467,-0.31
34.469,-0.32
34.472,-0.34
34.475,-0.355
34.478,-0.36
34.481,-0.355
34.483,-0.345
34.486,-0.345
34.489,-0.35
34.492,-0.365
34.494,-0.37
34.497,-0.355
34.5,-0.355
34.503,-0.355
34.506,-0.36
34.508,-0.365
34.511,-0.38
34.514,-0.385
34.517,-0.39
34.519,-0.395
34.522,-0.4
34.525,-0.425
34.528,-0.42
34.531,-0.41
34.533,-0.43
34.536,-0.43
34.539,-0.455
34.542,-0.455
34.544,-0.465
34.547,-0.455
34.55,-0.45
34.553,-0.46
34.556,-0.475
34.558,-0.48
34.561,-0.515
34.564,-0.485
34.567,-0.465
34.569,-0.47
34.572,-0.465
34.575,-0.475
34.578,-0.475
34.581,-0.46
34.583,-0.425
34.586,-0.415
34.589,-0.42
34.592,-0.41
34.594,-0.385
34.597,-0.365
34.6,-0.36
34.603,-0.345
34.606,-0.335
34.608,-0.34
34.611,-0.34
34.614,-0.33
34.617,-0.315
34.619,-0.31
34.622,-0.3
34.625,-0.305
34.628,-0.305
34.631,-0.3
34.633,-0.29
34.636,-0.3
34.639,-0.305
34.642,-0.305
34.644,-0.3
34.647,-0.285
34.65,-0.29
34.653,-0.295
34.656,-0.29
34.658,-0.31
34.661,-0.31
34.664,-0.3
34.667,-0.29
34.669,-0.29
34.672,-0.305
34.675,-0.31
34.678,-0.32
34.681,-0.32
34.683,-0.31
34.686,-0.31
34.689,-0.295
34.692,-0.305
34.694,-0.325
34.697,-0.315
34.7,-0.305
34.703,-0.31
34.706,-0.305
34.708,-0.315
34.711,-0.315
34.714,-0.32
34.717,-0.32
34.719,-0.31
34.722,-0.325
34.725,-0.33
34.728,-0.32
34.731,-0.325
34.733,-0.31
34.736,-0.31
34.739,-0.315
34.742,-0.335
34.744,-0.345
34.747,-0.34
34.75,-0.325
34.753,-0.325
34.756,-0.32
34.758,-0.33
34.761,-0.35
34.764,-0.34
34.767,-0.325
34.769,-0.335
34.772,-0.325
34.775,-0.34
34.778,-0.335
34.781,-0.34
34.783,-0.335
34.786,-0.325
34.789,-0.335
34.792,-0.345
34.794,-0.34
34.797,-0.325
34.8,-0.32
34.803,-0.31
34.806,-0.325
34.808,-0.325
34.811,-0.33
34.814,-0.325
34.817,-0.325
34.819,-0.315
34.822,-0.315
34.825,-0.33
34.828,-0.33
34.831,-0.325
34.833,-0.315
34.836,-0.305
34.839,-0.325
34.842,-0.32
34.844,-0.34
34.847,-0.33
34.85,-0.31
34.853,-0.32
34.856,-0.32
34.858,-0.33
34.861,-0.34
34.864,-0.335
34.867,-0.325
34.869,-0.335
34.872,-0.335
34.875,-0.33
34.878,-0.335
34.881,-0.32
34.883,-0.305
34.886,-0.325
34.889,-0.32
34.892,-0.335
34.894,-0.335
34.897,-0.315
34.9,-0.315
34.903,-0.31
34.906,-0.31
34.908,-0.32
34.911,-0.325
34.914,-0.315
34.917,-0.29
34.919,-0.29
34.922,-0.285
34.925,-0.295
34.928,-0.29
34.931,-0.28
34.933,-0.265
34.936,-0.265
34.939,-0.275
34.942,-0.275
34.944,-0.285
34.947,-0.26
34.95,-0.255
34.953,-0.24
34.956,-0.25
34.958,-0.265
34.961,-0.255
34.964,-0.255
34.967,-0.245
34.969,-0.245
34.972,-0.255
34.975,-0.28
34.978,-0.285
34.981,-0.29
34.983,-0.265
34.986,-0.27
34.989,-0.27
34.992,-0.285
34.994,-0.295
34.997,-0.285
35,-0.29
35.003,-0.295
35.006,-0.295
35.008,-0.31
35.011,-0.31
35.014,-0.29
35.017,-0.285
35.019,-0.285
35.022,-0.29
35.025,-0.305
35.028,-0.3
35.031,-0.3
35.033,-0.295
35.036,-0.3
35.039,-0.295
35.042,-0.305
35.044,-0.29
35.047,-0.295
35.05,-0.285
35.053,-0.285
35.056,-0.305
35.058,-0.31
35.061,-0.31
35.064,-0.31
35.067,-0.295
35.069,-0.295
35.072,-0.285
35.075,-0.315
35.078,-0.345
35.081,-0.355
35.083,-0.37
35.086,-0.395
35.089,-0.425
35.092,-0.43
35.094,-0.375
35.097,-0.26
35.1,-0.14
35.103,-0.03
35.106,0.04
35.108,0.115
35.111,0.225
35.114,0.35
35.117,0.48
35.119,0.52
35.122,0.395
35.125,0.1
35.128,-0.23
35.131,-0.425
35.133,-0.445
35.136,-0.38
35.139,-0.355
35.142,-0.36
35.144,-0.335
35.147,-0.335
35.15,-0.32
35.153,-0.325
35.156,-0.33
35.158,-0.33
35.161,-0.335
35.164,-0.335
35.167,-0.315
35.169,-0.325
35.172,-0.33
35.175,-0.34
35.178,-0.345
35.181,-0.34
35.183,-0.325
35.186,-0.315
35.189,-0.33
35.192,-0.34
35.194,-0.335
35.197,-0.33
35.2,-0.32
35.203,-0.325
35.206,-0.32
35.208,-0.33
35.211,-0.335
35.214,-0.325
35.217,-0.31
35.219,-0.315
35.222,-0.31
35.225,-0.325
35.228,-0.33
35.231,-0.33
35.233,-0.325
35.236,-0.32
35.239,-0.32
35.242,-0.335
35.244,-0.32
35.247,-0.325
35.25,-0.315
35.253,-0.32
35.256,-0.325
35.258,-0.33
35.261,-0.33
35.264,-0.315
35.267,-0.31
35.269,-0.32
35.272,-0.325
35.275,-0.325
35.278,-0.34
35.281,-0.315
35.283,-0.31
